0.000057 0.999992 0.451094
0.000114 0.999992 0.452190
0.000171 0.999992 0.453287
0.000228 0.999992 0.454383
0.000285 0.999991 0.455479
0.000342 0.999991 0.456575
0.000399 0.999991 0.457671
0.000456 0.999991 0.458767
0.000513 0.999991 0.459863
0.000570 0.999991 0.460959
0.000627 0.999991 0.462054
0.000684 0.999991 0.463150
0.000741 0.999990 0.464246
0.000798 0.999990 0.465341
0.000855 0.999990 0.466437
0.000912 0.999990 0.467532
0.000969 0.999990 0.468627
0.001026 0.999990 0.469723
0.001082 0.999990 0.470818
0.001139 0.999989 0.471913
0.001196 0.999989 0.473008
0.001253 0.999989 0.474103
0.001310 0.999989 0.475198
0.001367 0.999989 0.476293
0.001424 0.999989 0.477388
0.001481 0.999988 0.478483
0.001538 0.999988 0.479577
0.001595 0.999988 0.480672
0.001652 0.999988 0.481766
0.001709 0.999988 0.482861
0.001766 0.999988 0.483955
0.001823 0.999987 0.485050
0.001880 0.999987 0.486144
0.001937 0.999987 0.487238
0.001994 0.999987 0.488332
0.002051 0.999987 0.489426
0.002108 0.999986 0.490520
0.002165 0.999986 0.491614
0.002222 0.999986 0.492708
0.002279 0.999986 0.493802
0.002336 0.999986 0.494896
0.002393 0.999985 0.495989
0.002450 0.999985 0.497083
0.002507 0.999985 0.498177
0.002564 0.999985 0.499270
0.002621 0.999985 0.500364
0.002678 0.999984 0.501457
0.002735 0.999984 0.502550
0.002792 0.999984 0.503643
0.002849 0.999984 0.504737
0.002906 0.999984 0.505830
0.002963 0.999983 0.506923
0.003020 0.999983 0.508016
0.003077 0.999983 0.509109
0.003134 0.999983 0.510201
0.003191 0.999982 0.511294
0.003247 0.999982 0.512387
0.003304 0.999982 0.513480
0.003361 0.999982 0.514572
0.003418 0.999981 0.515665
0.003475 0.999981 0.516757
0.003532 0.999981 0.517849
0.003589 0.999981 0.518942
0.003646 0.999980 0.520034
0.003703 0.999980 0.521126
0.003760 0.999980 0.522218
0.003817 0.999980 0.523310
0.003874 0.999979 0.524402
0.003931 0.999979 0.525494
0.003988 0.999979 0.526586
0.004045 0.999978 0.527678
0.004102 0.999978 0.528769
0.004159 0.999978 0.529861
0.004216 0.999978 0.530953
0.004273 0.999977 0.532044
0.004330 0.999977 0.533136
0.004387 0.999977 0.534227
0.004444 0.999976 0.535318
0.004501 0.999976 0.536410
0.004558 0.999976 0.537501
0.004615 0.999975 0.538592
0.004672 0.999975 0.539683
0.004729 0.999975 0.540774
0.004786 0.999975 0.541865
0.004843 0.999974 0.542956
0.004900 0.999974 0.544046
0.004957 0.999974 0.545137
0.005014 0.999973 0.546228
0.005071 0.999973 0.547318
0.005128 0.999973 0.548409
0.005185 0.999972 0.549499
0.005242 0.999972 0.550590
0.005299 0.999971 0.551680
0.005356 0.999971 0.552770
0.005412 0.999971 0.553860
0.005469 0.999970 0.554951
0.005526 0.999970 0.556041
0.005583 0.999970 0.557131
0.005640 0.999969 0.558220
0.005697 0.999969 0.559310
0.005754 0.999969 0.560400
0.005811 0.999968 0.561490
0.005868 0.999968 0.562579
0.005925 0.999967 0.563669
0.005982 0.999967 0.564759
0.006039 0.999967 0.565848
0.006096 0.999966 0.566937
0.006153 0.999966 0.568027
0.006210 0.999966 0.569116
0.006267 0.999965 0.570205
0.006324 0.999965 0.571294
0.006381 0.999964 0.572383
0.006438 0.999964 0.573472
0.006495 0.999963 0.574561
0.006552 0.999963 0.575650
0.006609 0.999963 0.576739
0.006666 0.999962 0.577828
0.006723 0.999962 0.578916
0.006780 0.999961 0.580005
0.006837 0.999961 0.581093
0.006894 0.999960 0.582182
0.006951 0.999960 0.583270
0.007008 0.999960 0.584359
0.007065 0.999959 0.585447
0.007122 0.999959 0.586535
0.007179 0.999958 0.587623
0.007236 0.999958 0.588711
0.007293 0.999957 0.589799
0.007350 0.999957 0.590887
0.007407 0.999956 0.591975
0.007464 0.999956 0.593063
