0.000000 0.000000 0.000000
0.000000 0.010000 0.890000
0.000000 0.020000 1.755000
0.000000 0.030000 2.605000
0.000000 0.040000 3.440000
0.000000 0.050000 4.245000
0.000000 0.060000 5.035000
0.000000 0.070000 5.810000
0.000000 0.080000 6.555000
0.000000 0.090000 7.285000
0.000000 0.100000 8.000000
0.000000 0.110000 8.685000
0.000000 0.120000 9.355000
0.000000 0.130000 10.010000
0.000000 0.140000 10.635000
0.000000 0.150000 11.245000
0.000000 0.160000 11.840000
0.000000 0.170000 12.410000
0.000000 0.180000 12.955000
0.000000 0.190000 13.485000
0.000000 0.200000 14.000000
0.000000 0.210000 14.485000
0.000000 0.220000 14.955000
0.000000 0.230000 15.410000
0.000000 0.240000 15.835000
0.000000 0.250000 16.245000
0.000000 0.260000 16.640000
0.000000 0.270000 17.010000
0.000000 0.280000 17.355000
0.000000 0.290000 17.685000
0.000000 0.300000 18.000000
0.000000 0.310000 18.285000
0.000000 0.320000 18.555000
0.000000 0.330000 18.810000
0.000000 0.340000 19.035000
0.000000 0.350000 19.245000
0.000000 0.360000 19.440000
0.000000 0.370000 19.605000
0.000000 0.380000 19.755000
0.000000 0.390000 19.890000
0.000000 0.400000 19.995000
0.000000 0.410000 20.085000
0.000000 0.420000 20.160000
0.000000 0.430000 20.205000
0.000000 0.440000 20.235000
0.000000 0.450000 20.250000
0.000000 0.460000 20.235000
0.000000 0.470000 20.205000
0.000000 0.480000 20.160000
0.000000 0.490000 20.085000
0.000000 0.500000 19.995000
0.000000 0.510000 19.890000
0.000000 0.520000 19.755000
0.000000 0.530000 19.605000
0.000000 0.540000 19.440000
0.000000 0.550000 19.245000
0.000000 0.560000 19.035000
0.000000 0.570000 18.805000
0.000000 0.580000 18.555000
0.000000 0.590000 18.290000
0.000000 0.600000 17.995000
0.000000 0.610000 17.685000
0.000000 0.620000 17.360000
0.000000 0.630000 17.005000
0.000000 0.640000 16.635000
0.000000 0.650000 16.245000
0.000000 0.660000 15.835000
0.000000 0.670000 15.410000
0.000000 0.680000 14.955000
0.000000 0.690000 14.485000
0.000000 0.700000 14.000000
0.000000 0.710000 13.485000
0.000000 0.720000 12.955000
0.000000 0.730000 12.405000
0.000000 0.740000 11.835000
0.000000 0.750000 11.250000
0.000000 0.760000 10.635000
0.000000 0.770000 10.005000
0.000000 0.780000 9.360000
0.000000 0.790000 8.685000
0.000000 0.800000 7.995000
0.000000 0.810000 7.290000
0.000000 0.820000 6.555000
0.000000 0.830000 5.805000
0.000000 0.840000 5.040000
0.000000 0.850000 4.245000
0.000000 0.860000 3.435000
0.000000 0.870000 2.605000
0.000000 0.880000 1.755000
0.000000 0.890000 0.890000
0.000000 0.900000 0.000000

0.010000 0.000000 0.000000
0.010000 0.010000 0.890000
0.010000 0.020000 1.755000
0.010000 0.030000 2.605000
0.010000 0.040000 3.440000
0.010000 0.050000 4.245000
0.010000 0.060000 5.035000
0.010000 0.070000 5.810000
0.010000 0.080000 6.555000
0.010000 0.090000 7.285000
0.010000 0.100000 8.000000
0.010000 0.110000 8.685000
0.010000 0.120000 9.355000
0.010000 0.130000 10.010000
