1.000000 1.000000 27.243032
1.000000 2.000000 31.586065
1.000000 3.000000 33.788561
1.000000 4.000000 35.079057
1.000000 5.000000 35.920181
1.000000 6.000000 36.511273
1.000000 7.000000 36.949340
1.000000 8.000000 37.286644
1.000000 9.000000 37.553719
1.000000 10.000000 37.769582
1.000000 11.000000 37.946686
1.000000 12.000000 38.093512
1.000000 13.000000 38.216028
1.000000 14.000000 38.318532
1.000000 15.000000 38.404185
1.000000 16.000000 38.475339
1.000000 17.000000 38.533758
1.000000 18.000000 38.580765
1.000000 19.000000 38.617340
1.000000 20.000000 38.644186
1.000000 21.000000 38.661775
1.000000 22.000000 38.670374
1.000000 23.000000 38.670058
1.000000 24.000000 38.660710
1.000000 25.000000 38.642010
1.000000 26.000000 38.613403
1.000000 27.000000 38.574054
1.000000 28.000000 38.522772
1.000000 29.000000 38.457888
1.000000 30.000000 38.377078
1.000000 31.000000 38.277060
1.000000 32.000000 38.153105
1.000000 33.000000 37.998182
1.000000 34.000000 37.801365
1.000000 35.000000 37.544674
1.000000 36.000000 37.196155
1.000000 37.000000 36.693126
1.000000 38.000000 35.896648

2.000000 1.000000 20.359167
2.000000 2.000000 25.312666
2.000000 3.000000 28.489121
2.000000 4.000000 30.607485
2.000000 5.000000 32.090395
2.000000 6.000000 33.175570
2.000000 7.000000 33.999445
2.000000 8.000000 34.643517
2.000000 9.000000 35.158650
2.000000 10.000000 35.577925
2.000000 11.000000 35.923647
2.000000 12.000000 36.211336
2.000000 13.000000 36.452067
2.000000 14.000000 36.653916
2.000000 15.000000 36.822869
2.000000 16.000000 36.963412
2.000000 17.000000 37.078928
2.000000 18.000000 37.171963
2.000000 19.000000 37.244408
2.000000 20.000000 37.297628
2.000000 21.000000 37.332539
2.000000 22.000000 37.349662
2.000000 23.000000 37.349147
2.000000 24.000000 37.330774
2.000000 25.000000 37.293928
2.000000 26.000000 37.237549
2.000000 27.000000 37.160042
2.000000 28.000000 37.059144
2.000000 29.000000 36.931703
2.000000 30.000000 36.773365
2.000000 31.000000 36.578057
2.000000 32.000000 36.337180
2.000000 33.000000 36.038256
2.000000 34.000000 35.662604
2.000000 35.000000 35.181176
2.000000 36.000000 34.546820
2.000000 37.000000 33.679702
2.000000 38.000000 32.440792

3.000000 1.000000 16.156491
3.000000 2.000000 20.816310
3.000000 3.000000 24.247774
3.000000 4.000000 26.771368
3.000000 5.000000 28.658342
3.000000 6.000000 30.101169
3.000000 7.000000 31.229351
3.000000 8.000000 32.129327
3.000000 9.000000 32.859441
3.000000 10.000000 33.459819
3.000000 11.000000 33.958644
3.000000 12.000000 34.376116
3.000000 13.000000 34.726987
3.000000 14.000000 35.022197
3.000000 15.000000 35.269963
3.000000 16.000000 35.476513
3.000000 17.000000 35.646579
3.000000 18.000000 35.783749
3.000000 19.000000 35.890702
3.000000 20.000000 35.969380
3.000000 21.000000 36.021092
3.000000 22.000000 36.046589
3.000000 23.000000 36.046095
3.000000 24.000000 36.019310
3.000000 25.000000 35.965378
3.000000 26.000000 35.882821
3.000000 27.000000 35.769423
3.000000 28.000000 35.622057
3.000000 29.000000 35.436416
3.000000 30.000000 35.206620
3.000000 31.000000 34.924623
3.000000 32.000000 34.579301
3.000000 33.000000 34.155058
3.000000 34.000000 33.629621
3.000000 35.000000 32.970605
3.000000 36.000000 32.130247
3.000000 37.000000 31.038070
3.000000 38.000000 29.593386

4.000000 1.000000 13.352682
4.000000 2.000000 17.548308
4.000000 3.000000 20.914298
4.000000 4.000000 23.571871
4.000000 5.000000 25.670434
4.000000 6.000000 27.341414
4.000000 7.000000 28.687464
4.000000 8.000000 29.785000
4.000000 9.000000 30.689967
4.000000 10.000000 31.443266
4.000000 11.000000 32.074992
4.000000 12.000000 32.607499
4.000000 13.000000 33.057568
4.000000 14.000000 33.437920
4.000000 15.000000 33.758275
4.000000 16.000000 34.026098
4.000000 17.000000 34.247127
4.000000 18.000000 34.425751
4.000000 19.000000 34.565273
4.000000 20.000000 34.668097
4.000000 21.000000 34.735860
4.000000 22.000000 34.769506
4.000000 23.000000 34.769334
4.000000 24.000000 34.734992
4.000000 25.000000 34.665453
4.000000 26.000000 34.558933
4.000000 27.000000 34.412773
