0 0 0 1.000000 
1 1 0 1.000000 
2 2 0 1.000000 
3 3 0 1.000000 
4 4 0 1.000000 
5 5 0 1.000000 
6 6 0 1.000000 
7 7 0 1.000000 
8 8 0 1.000000 
9 9 0 1.000000 
10 10 0 1.000000 
11 11 0 1.000000 
12 12 0 1.000000 
13 13 0 1.000000 
14 14 0 1.000000 
15 15 0 1.000000 
16 16 0 1.000000 
17 17 0 1.000000 
18 18 0 1.000000 
19 19 0 1.000000 
20 20 0 1.000000 
21 21 0 1.000000 
22 22 0 1.000000 
23 23 0 1.000000 
24 24 0 1.000000 
25 25 0 1.000000 
26 26 0 1.000000 
27 27 0 1.000000 
28 28 0 1.000000 
29 29 0 1.000000 
30 30 0 1.000000 
31 31 0 1.000000 
32 32 0 1.000000 
33 33 0 1.000000 
34 34 0 1.000000 
35 35 0 1.000000 
36 36 0 1.000000 
37 37 0 1.000000 
38 38 0 1.000000 
39 39 0 1.000000 
40 40 0 1.000000 
41 41 0 1.000000 
42 42 0 1.000000 
43 43 0 1.000000 
44 44 0 1.000000 
45 45 0 1.000000 
46 46 0 1.000000 
47 47 0 1.000000 
48 48 0 1.000000 
49 49 0 1.000000 
50 50 0 1.000000 
51 0 1 1.000000 
52 1 1 100.000000 
53 2 1 100.000000 
54 3 1 -400.000000 
55 4 1 100.000000 
56 5 1 100.000000 
57 6 1 100.000000 
58 7 1 100.000000 
59 8 1 -400.000000 
60 9 1 100.000000 
61 10 1 100.000000 
62 11 1 100.000000 
63 12 1 100.000000 
64 13 1 -400.000000 
65 14 1 100.000000 
66 15 1 100.000000 
67 16 1 100.000000 
68 17 1 100.000000 
69 18 1 -400.000000 
70 19 1 100.000000 
71 20 1 100.000000 
72 21 1 100.000000 
73 22 1 100.000000 
74 23 1 -400.000000 
75 24 1 100.000000 
76 25 1 100.000000 
77 26 1 100.000000 
78 27 1 100.000000 
79 28 1 -400.000000 
80 29 1 100.000000 
81 30 1 100.000000 
82 31 1 100.000000 
83 32 1 100.000000 
84 33 1 -400.000000 
85 34 1 100.000000 
86 35 1 100.000000 
87 36 1 100.000000 
88 37 1 100.000000 
89 38 1 -400.000000 
90 39 1 100.000000 
91 40 1 100.000000 
92 41 1 100.000000 
93 42 1 100.000000 
94 43 1 -400.000000 
95 44 1 100.000000 
96 45 1 100.000000 
97 46 1 100.000000 
98 47 1 100.000000 
99 48 1 -400.000000 
100 49 1 100.000000 
101 50 1 100.000000 
102 0 2 100.000000 
103 1 2 100.000000 
104 2 2 -400.000000 
105 3 2 100.000000 
106 4 2 100.000000 
107 5 2 100.000000 
108 6 2 100.000000 
109 7 2 -400.000000 
110 8 2 100.000000 
111 9 2 100.000000 
112 10 2 100.000000 
113 11 2 100.000000 
114 12 2 -400.000000 
115 13 2 100.000000 
116 14 2 100.000000 
117 15 2 100.000000 
118 16 2 100.000000 
119 17 2 -400.000000 
120 18 2 100.000000 
121 19 2 100.000000 
122 20 2 100.000000 
123 21 2 100.000000 
124 22 2 -400.000000 
125 23 2 100.000000 
126 24 2 100.000000 
127 25 2 100.000000 
128 26 2 100.000000 
129 27 2 -400.000000 
130 28 2 100.000000 
131 29 2 100.000000 
132 30 2 100.000000 
133 31 2 100.000000 
134 32 2 -400.000000 
135 33 2 100.000000 
136 34 2 100.000000 
137 35 2 100.000000 
138 36 2 100.000000 
139 37 2 -400.000000 
140 38 2 100.000000 
141 39 2 100.000000 
142 40 2 100.000000 
143 41 2 100.000000 
144 42 2 -400.000000 
145 43 2 100.000000 
146 44 2 100.000000 
147 45 2 100.000000 
148 46 2 100.000000 
149 47 2 -400.000000 
150 48 2 100.000000 
151 49 2 100.000000 
152 50 2 100.000000 
153 0 3 100.000000 
154 1 3 -400.000000 
155 2 3 100.000000 
156 3 3 100.000000 
157 4 3 100.000000 
158 5 3 100.000000 
159 6 3 -400.000000 
160 7 3 100.000000 
161 8 3 100.000000 
162 9 3 100.000000 
163 10 3 100.000000 
164 11 3 -400.000000 
165 12 3 100.000000 
166 13 3 100.000000 
167 14 3 100.000000 
168 15 3 100.000000 
169 16 3 -400.000000 
170 17 3 100.000000 
171 18 3 100.000000 
172 19 3 100.000000 
173 20 3 100.000000 
174 21 3 -400.000000 
175 22 3 100.000000 
176 23 3 100.000000 
177 24 3 100.000000 
178 25 3 100.000000 
179 26 3 -400.000000 
180 27 3 100.000000 
181 28 3 100.000000 
182 29 3 100.000000 
183 30 3 100.000000 
184 31 3 -400.000000 
185 32 3 100.000000 
186 33 3 100.000000 
187 34 3 100.000000 
188 35 3 100.000000 
189 36 3 -400.000000 
190 37 3 100.000000 
191 38 3 100.000000 
192 39 3 100.000000 
193 40 3 100.000000 
194 41 3 -400.000000 
195 42 3 100.000000 
196 43 3 100.000000 
197 44 3 100.000000 
198 45 3 100.000000 
199 46 3 -400.000000 
200 47 3 100.000000 
201 48 3 100.000000 
202 49 3 100.000000 
203 50 3 100.000000 
204 0 4 -400.000000 
205 1 4 100.000000 
206 2 4 100.000000 
207 3 4 100.000000 
208 4 4 100.000000 
209 5 4 -400.000000 
210 6 4 100.000000 
211 7 4 100.000000 
212 8 4 100.000000 
213 9 4 100.000000 
214 10 4 -400.000000 
215 11 4 100.000000 
216 12 4 100.000000 
217 13 4 100.000000 
218 14 4 100.000000 
219 15 4 -400.000000 
220 16 4 100.000000 
221 17 4 100.000000 
222 18 4 100.000000 
223 19 4 100.000000 
224 20 4 -400.000000 
225 21 4 100.000000 
226 22 4 100.000000 
227 23 4 100.000000 
228 24 4 100.000000 
